""	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"11"	"12"	"13"	"14"	"15"	"16"	"17"	"18"	"19"	"20"	"21"	"22"	"23"	"24"	"25"	"26"	"27"	"28"	"29"	"30"
"otu594"	1362	808	406	821	355	798	257	186	514	2477	309	932	226	585	1510	886	794	1461	417	684	3311	1068	120	787	732	1356	1736	874	1100	1602
"otu595"	624	744	1727	802	2293	2455	210	218	120	185	227	682	593	4069	884	698	230	247	232	229	496	309	613	202	120	175	677	321	1190	509
"otu596"	700	713	470	1123	2287	2535	973	6722	1818	233	301	594	1508	890	200	164	709	854	310	322	1762	100	370	511	786	96	477	1129	968	236
"otu597"	2042	391	875	442	1021	456	178	8923	483	1237	1027	1086	361	897	1648	55	2833	149	536	1841	192	316	2023	64	4459	779	199	756	1502	264
"otu598"	721	433	188	3320	365	1178	5066	277	1600	1376	319	419	240	142	298	519	165	139	1640	829	2291	2019	776	531	1551	649	876	508	1470	469
"otu599"	283	335	131	527	1676	346	1323	1655	1092	227	859	112	2380	255	780	217	257	2187	327	310	1300	351	222	806	613	587	900	482	488	630
"otu6"	156	259	282	495	876	2055	494	766	1384	896	341	607	962	801	555	370	590	698	1016	376	136	188	820	459	353	265	184	1286	270	2824
"otu60"	6498	561	1462	244	1014	1314	486	967	665	284	1658	7253	1245	806	1259	434	2588	240	1104	5423	1667	557	776	1085	1697	1619	192	2670	2746	71
"otu600"	2340	375	1011	287	1775	232	698	202	1374	1194	115	161	1087	770	81	354	1104	374	932	282	844	395	4362	786	242	292	1166	834	1620	887
"otu601"	995	1057	988	245	520	24	452	204	781	3606	3204	1393	471	740	808	438	504	848	1750	288	612	123	831	684	1747	1220	1898	106	1244	973
"otu602"	326	925	1195	5366	227	1012	1437	1618	1459	249	1203	349	3486	764	1506	119	690	1029	211	376	316	482	97	390	1007	76	927	584	1125	3860
"otu603"	1333	260	1479	123	593	521	429	264	93	771	1555	1623	848	7008	616	1176	1378	278	3999	899	566	153	780	245	352	707	130	1015	587	456
"otu604"	598	303	876	285	165	677	674	419	229	891	2848	2317	142	1042	5136	1039	446	1803	2091	467	2057	297	837	154	1012	321	157	551	2917	261
"otu605"	762	635	1270	269	488	488	176	437	374	91	328	538	362	582	614	1287	1140	2100	184	875	1189	75	712	459	414	108	210	1000	1594	890
"otu606"	1094	63	270	2347	386	1016	1183	129	2284	560	98	262	360	226	1100	269	2383	276	1958	859	6032	141	1078	719	382	470	593	538	257	471
"otu607"	523	374	881	833	261	2130	364	1312	31	429	3864	390	474	869	316	1407	483	276	173	4485	2597	1014	20	1415	136	1325	958	1451	1135	498
"otu608"	1010	220	189	524	979	526	571	260	393	571	172	785	156	70	1057	2239	1227	746	134	432	403	1272	302	1450	953	385	266	281	633	3690
"otu609"	780	4388	1873	52	713	217	312	3024	1485	160	991	366	1175	935	613	648	1757	357	520	200	334	1601	1020	213	496	3435	533	215	275	2249
"otu61"	2037	820	1059	446	407	76	2583	234	1508	1484	979	546	1626	507	945	579	864	405	1407	1246	2011	1900	634	158	2064	657	1874	1592	803	351
"otu610"	96	415	235	1365	894	193	1125	1487	649	880	199	841	445	296	1868	581	5104	302	938	603	88	1415	899	409	372	3149	340	3074	1581	1833
"otu611"	1260	6143	1069	6060	5206	911	2344	454	1322	6251	409	782	333	501	163	1138	81	385	240	235	606	3564	145	626	3228	420	725	1206	184	636
"otu612"	466	541	384	369	321	1739	473	327	113	646	1193	393	1414	824	942	298	1168	559	333	467	669	1402	186	144	802	456	620	5745	660	1159
"otu613"	874	328	969	428	3062	145	157	1212	1764	330	266	554	7934	1095	2147	254	506	461	92	1672	973	267	320	1454	967	2083	1488	807	540	180
"otu614"	1325	786	667	821	1362	651	707	153	656	153	480	212	156	705	71	323	158	543	1061	29	621	533	737	869	713	604	573	193	1591	413
"otu615"	1844	366	224	524	1103	651	419	429	218	711	627	2163	221	1170	319	467	450	1137	254	382	179	713	2194	2734	222	870	598	462	753	124
"otu616"	432	275	726	77	952	1710	738	668	800	448	883	226	496	1178	3114	137	2144	920	2515	161	181	161	261	206	93	672	897	98	561	257
"otu617"	184	359	152	373	180	2266	5175	992	419	1453	144	693	1034	378	321	664	1671	886	369	420	1205	966	1436	145	4616	147	1444	5308	647	907
"otu618"	1267	965	488	139	631	51	261	870	984	107	147	294	212	1879	219	660	3851	75	779	1016	877	2264	108	557	496	626	236	482	388	1064
"otu619"	1217	296	514	1044	722	798	1078	208	287	999	642	333	530	2521	63	7315	2757	970	236	465	1812	67	1346	2509	206	266	4421	818	639	396
"otu62"	435	2902	467	162	3714	1041	325	518	2020	655	465	3436	1277	324	2753	150	334	1298	504	1376	425	1685	499	136	147	1113	258	207	1645	1142
"otu620"	2727	487	1288	782	2252	43	843	838	1859	313	1332	449	1406	1793	358	3275	250	1067	959	1285	251	1239	1194	599	1069	1110	1377	656	364	550
"otu621"	613	168	695	514	156	584	135	237	595	1139	352	402	849	1113	1156	855	4529	390	1945	894	512	451	1221	222	447	224	3298	236	179	502
"otu622"	6289	1710	772	2064	32	27	1174	261	405	284	591	817	855	1623	669	149	851	1557	401	1236	1012	378	110	436	1368	2507	1961	746	1155	3768
"otu623"	183	3148	453	410	438	3367	587	224	1209	2196	526	894	172	1727	1410	149	335	3717	76	1148	262	560	1335	277	338	426	181	3908	4524	541
"otu624"	974	248	313	381	315	74	133	937	3586	650	932	3236	897	1909	1403	1828	345	2451	728	200	1496	320	522	240	98	809	268	4254	3725	131
"otu625"	703	1564	513	354	778	62	348	543	620	768	186	465	450	598	183	413	345	3974	62	275	470	1010	1420	1257	206	164	1074	487	356	382
"otu626"	1003	4181	850	682	1068	238	1311	541	443	968	321	2399	728	844	1332	2122	164	2878	1032	9338	864	486	1456	339	167	145	130	391	803	74
"otu627"	166	1492	2147	259	565	2948	205	2276	593	4074	1044	389	572	81	264	277	519	634	233	491	1022	244	1827	302	125	1221	2302	604	145	534
"otu628"	3780	576	1149	509	327	317	638	220	512	352	914	256	366	500	939	125	3143	369	62	341	431	264	120	689	97	276	196	1710	1390	4521
"otu629"	256	703	339	278	3041	163	233	1298	660	869	2490	2869	1720	1261	1296	152	1919	1042	4447	457	479	1019	744	466	2416	712	354	884	843	1380
"otu63"	328	460	2038	168	289	922	479	2885	910	460	169	1334	493	462	826	549	1575	363	5312	433	2109	404	645	232	380	435	65	164	667	2659
"otu630"	814	1546	3093	1032	573	617	1683	1730	206	503	1245	121	682	380	1081	954	148	211	316	551	1484	2022	1334	655	163	874	88	1493	918	5592
"otu631"	139	327	598	418	296	1159	658	240	555	304	379	1171	1375	547	1179	297	1080	317	2358	320	987	1351	5367	1475	1487	540	655	3741	1040	139
"otu632"	3073	63	2356	2559	848	270	175	387	1105	483	409	258	864	212	725	334	261	734	226	632	2086	1102	878	2708	899	265	641	5319	1536	502
"otu633"	545	857	273	83	365	700	105	880	223	42	583	380	1305	391	1437	500	1825	788	806	68	352	194	141	693	877	337	682	173	639	1255
"otu634"	2848	520	887	1837	1287	377	353	228	309	118	571	2762	570	446	1616	2009	300	663	177	2089	254	356	499	1001	127	186	222	460	376	555
"otu635"	1366	540	817	280	245	214	4032	637	1651	106	613	374	1085	1727	646	733	1027	2683	414	457	669	993	1303	330	1507	504	1017	837	539	1611
"otu636"	160	1722	321	552	263	516	2806	573	214	248	1737	272	156	285	404	1458	444	2249	387	1342	1997	316	1430	520	618	524	440	236	1641	467
"otu637"	369	562	235	677	730	48	3926	636	890	59	670	221	185	801	98	1565	603	995	9121	321	566	734	333	581	958	484	420	814	2320	314
"otu638"	85	231	371	694	1022	497	576	158	141	1020	1939	923	416	130	331	169	409	2939	835	4454	141	484	512	1315	1003	55	62	133	1243	195
"otu639"	138	363	165	584	618	1615	606	557	155	615	1813	6431	460	964	346	526	324	1069	3541	320	2267	1209	455	155	1341	118	65	229	606	508
"otu64"	481	1726	292	509	774	344	2621	1547	407	1192	1364	901	8048	1279	959	797	718	310	186	473	788	136	5200	839	257	1259	339	618	576	613
"otu640"	145	957	911	354	265	406	675	375	2016	532	1438	418	899	2810	282	1482	667	402	1438	679	229	475	744	177	180	235	672	1889	579	992
"otu641"	1212	290	794	135	274	5141	392	671	979	291	2652	2308	857	325	365	3687	706	439	121	910	115	331	1015	319	2086	1486	463	407	964	3031
"otu642"	642	3339	390	327	554	937	473	638	2052	550	775	1024	573	2156	348	542	684	588	203	116	646	187	1908	1291	2216	179	743	936	268	4510
"otu643"	269	684	351	2412	81	260	313	269	1248	1278	824	1058	219	462	675	289	82	367	604	148	2039	8178	251	1871	14051	1137	350	178	266	471
"otu644"	429	2006	735	170	1013	718	354	1038	1550	389	1144	793	1122	666	255	460	705	1422	426	122	1986	1035	289	824	814	3305	822	1378	381	937
"otu645"	4385	257	1652	84	1016	179	1894	1751	1493	207	325	118	357	746	551	463	1178	5556	314	1160	502	1121	4056	735	1714	696	232	573	1003	1917
"otu646"	1736	898	462	114	1011	862	719	416	2820	1375	290	552	226	1822	459	1309	107	344	1009	196	1632	568	107	440	1489	550	1186	549	945	207
"otu647"	66	3372	803	3031	268	873	3337	906	249	579	1146	151	1599	245	130	626	682	2660	187	107	1863	633	9575	581	497	204	29	1263	818	430
"otu648"	526	14304	228	259	1309	777	659	1361	273	1078	136	10036	398	236	176	445	486	229	249	256	2493	142	469	1843	246	850	191	3061	1715	673
"otu649"	835	58	960	1680	250	172	211	326	1105	458	140	1224	427	331	203	323	1196	1228	549	354	1129	626	651	814	128	2805	292	598	1091	607
"otu65"	307	2734	1258	973	575	1149	1090	739	2099	3219	336	315	1355	308	822	163	12151	589	3278	258	3170	1717	167	257	438	1695	1401	169	1058	569
"otu650"	1659	2619	493	277	1658	398	219	146	81	147	1333	2433	621	1032	1386	951	590	377	247	466	110	111	722	957	649	511	765	2687	2342	322
"otu651"	828	352	298	156	504	332	478	3924	2205	1049	432	82	256	1096	725	1534	695	508	718	1368	551	1929	671	542	432	355	199	1003	620	248
"otu652"	1857	439	452	3214	332	3115	708	657	1030	3340	3086	119	63	1168	223	1163	626	501	813	18	764	255	1360	1418	480	512	467	520	3345	430
"otu653"	417	696	3743	302	1277	353	571	39	157	419	485	47	1636	1122	1653	91	806	1010	627	547	299	405	363	242	614	904	1147	3524	685	2903
"otu654"	1364	1498	144	3765	362	153	140	408	2741	560	685	281	786	270	775	211	656	288	603	1518	261	94	1418	341	905	1201	644	1852	80	2704
"otu655"	2837	58	123	1160	122	639	2052	801	617	539	1047	491	367	1015	334	871	93	2086	423	1178	958	1528	492	630	1088	7433	799	228	1753	1821
"otu656"	1027	1661	288	311	294	927	1071	390	698	1492	6563	1394	318	774	1418	3415	1065	307	891	1152	256	224	1628	1458	387	165	223	3294	578	241
"otu657"	1750	379	2348	221	1687	92	664	1812	460	454	1235	1431	380	518	187	1771	774	1150	4674	100	95	842	1182	556	1832	182	192	1173	7486	427
"otu658"	1244	459	919	2046	243	234	1031	447	1112	526	1614	830	4074	1040	383	1895	265	202	917	2265	411	446	1835	1680	340	137	292	272	885	63
"otu659"	727	500	980	715	59	1187	531	2248	1480	3311	314	98	757	417	68	511	322	2225	1056	662	306	1204	643	1094	1052	309	240	630	1994	621
"otu66"	81	214	914	465	1032	1035	1168	2103	274	182	96	548	541	637	460	863	571	2269	574	1033	1014	1371	256	155	966	262	97	243	266	763
"otu660"	654	491	4129	124	1158	531	149	213	159	831	16172	388	1178	5959	672	672	402	2013	2082	334	329	542	135	409	528	2098	1300	543	7491	276
"otu661"	1672	338	199	565	933	195	233	1420	344	382	815	432	937	1114	655	283	163	599	437	1699	95	455	720	301	1699	1089	253	2253	2611	2494
"otu662"	325	679	898	820	357	3552	330	560	1232	383	380	557	58	98	1313	1008	1263	50	428	145	267	548	567	165	202	967	179	1404	815	1290
"otu663"	216	486	997	1665	721	83	113	3067	457	270	884	2175	324	1274	286	542	2465	1874	2083	720	320	477	486	692	230	938	617	163	1379	49
"otu664"	652	322	715	510	73	1385	237	1518	1723	458	606	644	2780	3841	1014	1302	1627	3163	1218	477	136	1281	15037	830	145	483	2228	502	5681	623
"otu665"	494	496	1990	152	384	3435	591	116	1304	861	447	3141	823	345	1535	267	2187	562	97	1020	663	351	287	161	324	943	266	1183	477	669
"otu666"	203	1158	581	1913	4081	602	387	83	1630	1636	30	159	184	710	6567	474	233	149	1001	97	966	117	2698	301	1710	127	166	478	253	1239
"otu667"	234	2906	241	179	1041	537	33	361	623	657	585	549	383	278	820	593	425	198	4193	189	2228	1531	771	661	233	2321	961	1971	183	327
"otu668"	800	475	545	193	259	1375	668	529	555	715	236	360	2828	1186	2807	467	456	675	492	176	761	225	1170	1849	419	1114	196	284	619	1000
"otu669"	419	442	1322	98	29	986	300	80	2143	1085	366	668	213	238	194	2833	1046	502	79	502	709	262	194	688	311	2555	164	125	562	800
"otu67"	529	836	317	1168	612	60	104	1622	569	1174	642	265	2005	259	845	1456	606	279	634	407	1539	127	103	1240	1365	3644	1571	472	788	311
"otu670"	626	1533	268	324	156	188	514	233	753	118	792	1308	244	380	517	479	661	192	1844	1913	734	725	565	1998	604	143	166	174	1450	1421
"otu671"	666	355	1154	725	624	85	45	1349	471	539	672	602	525	452	245	1543	763	315	285	442	945	716	1521	1504	520	90	5068	1194	502	209
"otu672"	523	911	366	383	197	208	1229	1711	1130	685	2447	27	1161	373	1243	232	86	126	154	331	420	773	64	1130	1012	69	128	169	188	541
"otu673"	1929	2390	982	1416	470	958	986	246	1010	647	840	246	2151	460	940	2263	469	598	3074	1897	277	1590	1839	9641	649	118	1784	285	294	297
"otu674"	915	713	415	210	523	2005	1284	121	2709	200	367	888	538	591	440	1194	2715	125	213	249	1615	1080	120	8449	629	206	120	430	634	447
"otu675"	6647	421	1257	1289	1132	1445	269	133	2042	421	996	240	1207	1042	2087	654	1263	632	281	444	205	169	191	222	270	2135	361	62	1084	1759
"otu676"	1335	798	1548	934	162	828	183	3478	1163	820	1106	665	11435	718	1495	1270	433	633	744	813	690	501	927	78	2319	994	59	1671	1571	3230
"otu677"	792	136	1137	1205	752	1180	577	857	462	944	80	109	13080	144	573	669	2621	153	2280	387	259	2449	346	339	284	827	707	165	1033	256
"otu678"	643	606	206	168	807	450	465	6242	907	431	97	604	502	641	448	1164	628	108	694	252	873	179	218	971	902	1358	632	3345	673	729
"otu679"	512	191	982	4247	645	543	1811	1097	654	3053	144	1170	1061	1437	1298	626	1003	327	511	875	747	734	599	1339	2433	126	449	545	398	337
"otu68"	488	5090	1338	341	2677	142	747	91	207	2189	340	1842	491	181	1202	3866	385	281	2671	689	505	188	3795	1143	1724	1533	807	128	120	254
"otu680"	1750	1056	1040	423	1202	431	4261	641	1834	607	782	1017	1386	383	73	1107	492	352	197	285	1660	212	763	2594	342	208	4357	817	1449	453
"otu681"	483	478	702	14130	1213	3674	1288	841	312	140	70	919	707	636	1031	1220	200	195	247	492	878	802	203	1580	338	210	413	521	550	785
"otu682"	7262	428	1307	184	151	8668	632	535	17167	692	1898	155	510	42	1462	1085	90	298	688	123	147	914	433	925	489	801	361	333	2999	743
"otu683"	1275	969	776	813	199	737	585	2909	545	1521	247	183	1504	327	187	382	616	1342	222	630	1422	476	749	1064	2408	327	1062	293	756	2802
"otu684"	1325	506	191	222	1117	891	860	302	2023	181	4095	408	1220	430	1399	4433	69	129	1775	467	982	2595	1121	605	200	2428	876	1409	605	341
"otu685"	493	1156	260	353	217	2010	265	1391	449	2067	961	1208	573	767	2129	187	546	6329	688	850	500	134	976	274	341	587	825	819	867	828
"otu686"	37	1501	513	137	263	263	477	390	1788	243	3278	1214	732	792	2081	694	614	1261	420	115	254	205	617	355	318	970	584	427	473	1636
"otu687"	189	410	1275	3043	276	268	1429	315	119	1384	1795	442	2548	1157	148	44	698	1315	261	357	264	701	1025	1960	132	1864	1901	400	2634	312
"otu688"	1361	801	545	543	322	141	3365	739	147	536	2426	124	930	1932	943	451	262	555	2135	458	1398	581	544	353	1037	1438	937	1088	652	516
"otu689"	2664	386	295	570	263	6558	245	861	459	1844	7	323	3957	352	1776	261	782	1034	1267	3746	1048	285	646	180	477	1292	912	278	281	1120
"otu69"	51	274	1512	494	741	1096	859	1260	672	430	145	744	924	342	821	1105	299	652	295	371	1108	189	3707	484	726	2614	257	599	1013	476
"otu690"	575	1153	673	907	586	133	468	395	752	218	1635	420	674	3872	2139	64	277	130	965	384	157	536	570	864	1092	1121	210	536	988	443
"otu691"	169	211	1000	184	192	939	698	2024	446	403	525	211	1170	217	369	717	336	1150	150	96	1598	579	7608	289	925	143	140	1166	3139	1651
"otu692"	1469	281	3359	169	242	1606	79	2700	342	3650	552	193	570	227	1215	593	190	410	817	1711	901	1095	2550	981	1098	3706	2489	1828	112	246
"otu693"	820	830	660	153	1359	604	277	304	187	928	213	1472	287	609	683	1369	45	1339	766	5108	353	417	1584	749	361	1804	6428	991	318	764
"otu694"	1467	248	999	9019	345	595	2271	1166	1760	437	775	224	466	367	482	160	914	68	1927	327	346	574	239	718	447	500	420	162	481	1001
"otu695"	859	635	1495	408	226	1107	108	452	395	690	850	2647	1517	851	967	597	3228	441	532	771	1820	235	187	7168	743	312	271	1090	1991	201
"otu696"	41	509	402	151	385	529	296	1192	346	268	1563	1022	1958	593	150	461	424	770	124	462	2131	282	1227	370	4495	3712	2501	351	660	113
"otu697"	152	443	477	2749	477	810	209	531	1210	62	369	13483	972	528	1527	708	998	341	563	1267	2858	493	2423	3479	528	2023	759	111	1994	201
"otu698"	564	1877	1272	1077	430	181	514	959	180	3380	106	861	467	1051	436	2027	547	434	515	108	190	287	2271	706	279	2574	709	3516	261	593
"otu699"	1016	1144	56	1562	180	846	374	221	442	1229	1042	834	3328	1368	142	338	3972	158	1331	432	298	710	632	490	1857	320	278	498	251	623
"otu7"	345	348	2226	473	2462	855	171	522	741	349	505	692	1456	1834	1015	348	4403	214	1498	781	503	595	2719	864	265	258	616	1247	1058	535
"otu70"	549	841	31	133	610	656	825	1027	3159	1749	280	941	927	2553	1223	749	653	1027	1318	93	2165	218	4624	1629	2203	475	1954	716	2452	2051
"otu700"	379	1015	12711	271	1150	1647	93	447	297	1156	1136	80	2320	748	91	335	144	1201	823	899	203	962	180	915	2067	1847	289	687	515	251
"otu701"	74	540	509	189	228	1969	3384	1045	1138	109	3192	166	1444	728	337	698	393	92	1862	1755	1287	508	334	681	449	1783	161	334	1484	3176
"otu702"	851	104	956	1795	168	1847	63	473	229	4099	613	1546	1068	1279	298	1005	1336	995	336	312	2019	175	310	2270	514	574	677	1469	795	153
"otu703"	4215	376	2962	775	531	107	1943	4993	1088	228	1412	1248	613	290	546	827	519	1293	3924	3267	1281	729	272	5191	475	224	117	916	766	774
"otu704"	1398	485	586	939	222	208	792	379	1651	771	545	162	2894	741	3090	1831	834	590	706	3688	780	359	342	582	547	1205	3475	704	1025	110
"otu705"	286	1434	71	75	322	456	957	470	1565	907	131	479	275	1203	1918	400	491	901	2702	63	53	598	1702	572	527	382	221	258	426	400
"otu706"	626	467	2839	503	59	365	1381	1201	744	466	2505	392	210	107	720	261	312	858	201	145	666	5829	591	241	1790	1511	468	1719	349	163
"otu707"	231	85	2943	647	1896	564	377	89	1174	308	578	2384	1826	2185	497	678	780	3923	110	437	490	1167	84	637	517	223	1178	167	158	398
"otu708"	513	1141	789	269	3414	1428	139	496	1036	1004	552	1160	176	246	879	5579	2008	638	1043	1435	140	2483	2793	486	952	200	244	330	1681	253
"otu709"	2282	753	720	335	211	139	3842	319	1225	406	1201	254	493	481	374	738	306	415	197	1030	311	949	383	153	892	1634	65	515	138	239
"otu71"	5272	1031	700	131	621	522	1114	718	177	2415	478	339	1734	828	555	1532	801	533	246	1026	1735	123	847	194	1221	995	418	124	352	865
"otu710"	647	701	205	399	279	964	638	437	1018	356	694	1100	2651	2299	339	556	403	1068	2122	266	414	1063	938	1464	537	1282	401	615	117	2216
"otu711"	3178	440	636	371	1791	1476	1251	370	892	234	287	77	1772	1358	282	1446	387	1056	376	374	1574	1031	489	1406	405	461	2284	501	363	373
"otu712"	554	528	1952	1157	241	211	367	1670	1617	452	979	150	195	575	1445	896	332	704	444	793	1897	812	793	506	170	756	504	1592	604	413
"otu713"	914	1375	4354	4190	295	1222	545	251	1741	202	449	201	519	499	265	3449	953	3971	749	73	283	403	266	276	579	616	649	729	3667	5368
"otu714"	628	122	743	981	284	610	127	2653	603	300	597	816	604	1589	343	1066	272	569	715	572	3167	44	1186	442	1359	489	379	852	230	264
"otu715"	964	506	867	292	1280	426	425	1993	173	178	1942	162	3117	2021	1024	636	1418	1133	2447	740	330	339	654	10482	314	306	905	2219	1362	94
"otu716"	772	22	466	739	493	409	742	524	303	311	8422	1111	1227	2181	521	211	1302	456	360	479	666	577	214	853	377	2777	196	680	2472	243
"otu717"	1107	1267	162	1551	392	816	2305	114	1537	547	1190	281	938	1205	471	1456	318	548	534	1385	528	3852	470	2217	516	109	355	2670	2366	224
"otu718"	650	462	758	283	139	291	276	989	260	264	1686	2089	1744	770	575	944	513	593	6814	179	758	360	895	656	464	997	375	1734	497	320
"otu719"	771	312	281	279	828	196	1603	188	1373	333	1759	359	115	734	456	569	897	1144	407	349	184	975	401	715	4755	2804	234	933	225	4118
"otu72"	186	763	108	413	698	295	103	761	217	838	570	1840	69	303	2990	1987	169	484	378	569	1437	2043	2857	538	930	1174	424	977	669	769
"otu720"	899	386	415	106	1316	9363	602	881	684	657	2818	164	166	840	1255	39	214	610	1342	427	159	137	685	129	1543	793	369	66	539	325
"otu721"	1052	261	502	1098	2790	118	427	598	1120	1412	418	1053	936	291	340	718	759	512	378	48	1584	143	1683	10733	193	181	454	2286	2556	1340
"otu722"	1016	475	297	368	1648	166	571	550	1438	502	692	558	611	146	1669	1080	135	1446	854	158	704	350	212	2646	533	552	435	578	1569	389
"otu723"	561	1853	1016	644	2222	718	2024	419	184	75	2209	2363	94	843	451	624	1745	2311	2992	2305	1342	413	228	378	776	403	176	446	201	457
"otu724"	416	571	1509	214	713	216	408	450	2018	735	764	532	501	3029	386	1417	538	2285	197	193	252	2368	533	1116	615	422	628	834	219	2233
"otu725"	343	1755	865	657	406	5255	1787	184	4460	447	634	580	216	871	2291	646	1380	589	2831	789	22	523	1635	315	305	876	339	350	324	1176
"otu726"	1683	995	344	205	522	1512	601	2235	1019	1266	575	1249	1494	554	190	1061	134	850	207	922	7422	354	278	410	236	4338	1245	70	2584	1672
"otu727"	365	1007	1652	283	2831	762	1275	271	1000	478	2169	151	196	867	414	200	867	1575	257	462	5926	488	160	490	647	196	989	398	257	410
"otu728"	3497	545	213	634	1888	202	131	774	873	1256	1146	946	2047	1436	2794	202	313	2063	2087	101	2469	408	123	328	2339	378	1450	175	656	841
"otu729"	873	785	579	367	139	336	243	332	391	409	806	338	594	121	1041	1096	1115	1124	493	482	405	338	935	1051	1789	394	1198	886	583	804
"otu73"	213	1029	79	325	482	497	16816	209	434	315	257	385	5489	5525	469	1476	1208	1154	303	1436	1897	363	1503	433	527	1085	1686	1052	249	1033
"otu730"	1788	3559	630	1024	1469	197	2783	1070	1341	2103	1191	112	164	231	1359	845	195	271	1303	228	817	2030	456	456	3612	829	1440	280	1032	259
"otu731"	715	1362	366	1237	1281	1105	398	727	2063	201	308	607	290	284	352	858	258	1163	509	434	644	3587	1341	703	328	673	169	245	1263	261
"otu732"	844	243	104	718	2478	2123	445	960	5363	250	567	654	930	347	310	627	435	1643	624	310	1914	100	553	2186	317	178	2069	777	115	1101
"otu733"	616	1331	280	1341	106	499	1045	360	810	482	2195	2765	336	1096	1828	618	126	1029	540	370	795	668	70	321	264	715	1240	1652	895	770
"otu734"	1053	4852	522	1517	1658	422	254	562	618	706	584	783	1307	278	1103	285	1174	1067	337	229	771	230	611	324	548	614	627	418	865	596
"otu735"	736	433	1353	1949	806	1235	90	1036	732	7159	1019	157	213	1740	40	684	1259	76	119	2544	133	515	263	520	2028	1741	592	398	1315	561
"otu736"	3422	738	1469	86	216	4179	1640	16354	282	1417	660	166	974	366	271	812	196	144	798	1009	1906	315	2078	151	1801	272	59	415	760	976
"otu737"	2787	143	1527	196	399	2585	969	1090	134	2032	1227	1386	2196	2999	276	224	501	4616	9693	577	1722	1680	994	106	872	629	132	4414	1115	830
"otu738"	743	364	869	966	304	163	1252	826	3998	32	2273	404	580	3069	90	613	831	124	2113	1621	1000	291	155	411	1998	146	1426	366	771	1069
"otu739"	873	1086	1389	5871	59	103	851	170	515	110	919	318	2793	4626	1172	1355	332	184	651	688	1301	1911	178	157	322	559	741	186	154	235
"otu74"	127	3705	2085	146	4453	753	324	246	1044	703	817	468	773	353	1076	16345	715	275	269	1835	2359	142	447	470	3161	879	102	651	294	1381
"otu740"	207	199	1554	1288	604	4512	1136	1036	960	1587	379	1019	452	298	138	212	1177	147	824	137	4273	814	226	893	3202	681	172	656	847	374
"otu741"	3089	98	583	334	355	651	1559	765	82	603	487	132	166	1495	252	1293	219	252	629	523	205	438	8167	1028	1011	289	381	264	244	2792
"otu742"	1703	173	430	384	1641	564	503	523	76	204	1205	1913	914	553	3610	291	339	570	829	162	90	286	889	422	303	601	358	291	493	211
"otu743"	354	629	1070	471	7173	1123	1317	2205	200	186	117	2288	889	919	1168	566	735	2023	463	535	1985	181	597	66	154	2700	375	414	528	541
"otu744"	448	174	1224	317	1127	238	1053	88	3921	4557	2377	117	82	1081	461	1428	1599	418	1363	506	415	1262	572	595	128	66	3342	1312	2289	1013
"otu745"	280	268	637	467	641	619	319	134	322	982	394	1423	541	153	458	680	914	3048	681	595	1034	1656	719	616	885	464	141	665	288	2636
"otu746"	2752	845	364	410	740	669	529	389	311	340	579	822	585	6284	5441	186	380	616	372	6631	128	675	372	86	274	591	294	2184	136	775
"otu747"	2552	666	432	3097	491	457	905	530	626	521	104	458	132	86	1015	503	244	927	318	1072	417	1133	1752	337	3578	633	1474	1298	2615	749
"otu748"	2051	936	181	552	4504	211	1575	195	1737	166	242	618	266	856	400	722	3688	401	816	289	1023	83	511	132	634	1457	394	358	784	53
"otu749"	1119	7310	1669	434	1216	494	491	501	284	1274	3911	623	1777	444	288	662	1180	6343	647	1778	199	1131	314	194	2500	2513	243	136	5197	143
"otu75"	3191	578	5620	849	167	171	1029	321	458	296	292	1896	1352	1304	558	828	758	216	1246	110	128	740	596	621	2446	653	1104	1101	187	90
"otu750"	630	344	1898	519	441	739	835	708	473	248	1127	902	1272	265	611	559	354	112	2714	1891	702	366	752	715	639	1513	1167	1653	398	59
"otu751"	1397	521	365	1182	2003	1340	1706	3445	1000	579	751	854	227	1779	103	484	365	766	408	127	145	232	2053	453	1129	60	891	83	385	1505
"otu752"	774	702	146	92	2363	78	4391	859	256	1311	1296	1866	590	86	1898	1601	1097	1766	245	660	313	631	543	2051	397	541	1025	572	682	933
"otu753"	723	1220	1287	1141	674	5326	772	662	149	248	388	1148	285	323	1892	771	439	73	1666	592	2178	910	141	516	987	417	237	299	108	1245
"otu754"	620	392	184	788	1146	158	1710	75	745	3081	825	828	137	344	2749	94	1472	1301	1063	1357	1292	1186	175	227	223	931	97	297	238	1963
"otu755"	1611	433	276	1217	216	807	1311	350	641	3667	5992	1170	1205	202	402	363	1132	2035	278	4266	158	798	1461	252	573	602	627	95	195	339
"otu756"	4666	303	149	788	1828	1082	185	6574	534	972	692	3457	642	486	2433	122	2456	448	988	1230	583	336	149	4166	1549	1909	235	4089	933	122
"otu757"	432	1143	1028	1094	544	850	2105	96	1000	437	192	1442	1331	1506	81	328	673	1320	1350	3028	480	772	848	1864	1374	1420	676	740	2549	897
"otu758"	2075	1021	4324	2782	857	278	87	556	333	1154	747	1229	806	390	442	289	327	99	113	286	1943	4976	217	374	3000	557	111	933	328	157
